over1717.1710_UHM102.10840__k141_51827_1	K18555
under1717.1710_UHM102.35765__k141_129180_2	K07485
under1717.1710_UHM102.35766__k141_17208_29	K14162
under1717.1710_UHM125.35768__k141_154779_124	K13735
under1717.1710_UHM125.35769__k141_80780_7	K18093
under1717.1710_UHM125.35770__k141_45639_7	K02660
under1717.1710_UHM125.35770__k141_45639_7	K03406
under1717.1710_UHM145.35773__k141_258173_118	NA
under1717.1710_UHM17.35740__k141_170685_339	NA
under1717.1710_UHM18.35741__k141_97628_82	K01890
under1717.1710_UHM18.35742__k141_64691_3	NA
under1717.1710_UHM20.10828__k141_24155_204	K02337
under1717.1710_UHM45.35758__k141_209087_184	NA
under1717.1710_UHM102.35765__k141_133453_6	K01682
under1717.1710_UHM18.10827__k141_57165_15	K03578
under1717.1710_UHM27.10829__k141_30572_74	K03466
under1717.1710_UHM40.35754__k141_90461_69	K04567
under1717.1710_UHM45.35758__k141_228921_1	NA
under1717.1710_UHM145.35773__k141_60023_29	K01426
under1717.1710_UHM145.35773__k141_60023_29	K02433
under1717.1710_UHM17.35739__k141_58159_390	K03695
under1717.1710_UHM18.10827__k141_15059_31	NA
under1717.1710_UHM36.35750__k141_12966_41	NA
under1717.1710_UHM36.35751__k141_41960_5	NA
under1717.1710_UHM38.35752__k141_63442_52	K02014
under1717.1710_UHM740.35774__k141_1094675_4	K02029
under1717.1710_UHM740.35774__k141_1094675_4	K02030
under1717.1710_UHM740.35774__k141_1094675_4	K17077
under1717.1710_UHM102.35767__k141_60930_31	K02338
under1717.1710_UHM18.10827__k141_61309_83	NA
under1717.1710_UHM36.35751__k141_3065_3	NA
under1717.1710_UHM739.35775__k141_604498_15	K02946
under1717.1710_UHM740.35774__k141_328401_31	NA
under1717.1710_UHM102.35766__k141_20855_2	NA
under1717.1710_UHM125.35769__k141_13413_82	NA
under1717.1710_UHM17.35739__k141_74892_2	NA
under1717.1710_UHM17.35740__k141_142151_438	K02014
under1717.1710_UHM17.35740__k141_142151_438	K16089
under1717.1710_UHM20.35743__k141_84999_192	K00163
under1717.1710_UHM45.35759__k141_11290_130	K03721
under1717.1710_UHM56.35761__k141_18979_125	K02470
under1717.1710_UHM72.35764__k141_95464_2	K06173
under1717.1710_UHM739.35775__k141_307514_3	NA
under1717.1710_UHM125.35770__k141_273798_9	K00626
under1717.1710_UHM125.35770__k141_273798_9	K00632
under1717.1710_UHM740.35774__k141_796965_10	K02919
under1717.1710_UHM145.35772__k141_6778_1	NA
under1717.1710_UHM17.10826__k141_176493_2	K07481
under1717.1710_UHM17.10826__k141_176493_2	K07487
under1717.1710_UHM18.35741__k141_99294_10	NA
under1717.1710_UHM18.35742__k141_217728_1	NA
under1717.1710_UHM739.35775__k141_583264_2	NA
under1717.1710_UHM45.35758__k141_232596_181	NA
under1717.1710_UHM20.35744__k141_3101_1	NA
under1717.1710_UHM72.35764__k141_22842_4	K10819
under1717.1710_UHM72.35764__k141_22842_4	K20975
under1717.1710_UHM740.35774__k141_1441047_72	NA
under1717.1710_UHM22.35746__k141_144109_1	NA
under1717.1710_UHM125.35768__k141_70042_26	K13735
under1717.1710_UHM18.35742__k141_75981_56	K00764
under1717.1710_UHM20.35743__k141_126075_32	K15726
under1717.1710_UHM40.10834__k141_103273_2	K07488
under1717.1710_UHM739.35775__k141_127618_1	K02902
under1717.1710_UHM18.10827__k141_11555_36	K02313
under1717.1710_UHM18.35742__k141_174240_113	NA
under1717.1710_UHM20.35744__k141_137932_65	NA
under1717.1710_UHM740.35774__k141_765785_3	NA
under1717.1710_UHM17.35739__k141_80455_1	NA
under1717.1710_UHM20.35743__k141_16924_44	NA
under1717.1710_UHM36.35751__k141_36020_2	K13735
under1717.1710_UHM40.35754__k141_35335_3	K03169
under1717.1710_UHM40.10834__k141_23889_13	K03657
under1717.1710_UHM102.35767__k141_97068_1	K02358
under1717.1710_UHM18.35741__k141_32377_109	NA
under1717.1710_UHM740.35774__k141_167075_1	NA
under1717.1710_UHM41.35756__k141_107603_40	K03324
under1717.1710_UHM56.10839__k141_12851_1	NA
under1717.1710_UHM145.35773__k141_19680_4	NA
under1717.1710_UHM145.35773__k141_204390_1	NA
under1717.1710_UHM45.10838__k141_83875_1	K03594
under1717.1710_UHM18.35742__k141_168308_1	NA
under1717.1710_UHM20.35744__k141_99169_1	NA
under1717.1710_UHM36.35751__k141_34010_1	NA
under1717.1710_UHM102.35766__k141_24970_1	K18138
under1717.1710_UHM22.35746__k141_98970_3	K02014
under1717.1710_UHM17.35739__k141_43808_1	NA
under1717.1710_UHM18.35742__k141_109974_13	K03072
under1717.1710_UHM31.10830__k141_99396_1	K20975
under1717.1710_UHM56.35760__k141_68374_2	K01434
under1717.1710_UHM739.35775__k141_343344_34	K12373
under1717.1710_UHM125.35770__k141_202982_176	K13735
under1717.1710_UHM38.35753__k141_18253_200	NA
underctl.1710_UHM102.35765__k141_81631_362	K03701
underctl.1710_UHM102.35765__k141_129721_49	K00639
underctl.1710_UHM102.35765__k141_13354_16	K03654
underctl.1710_UHM102.35765__k141_66392_172	K03169
underctl.1710_UHM102.35766__k141_43664_28	K01879
underctl.1710_UHM102.35766__k141_153062_51	NA
underctl.1710_UHM102.35766__k141_142425_26	K03569
underctl.1710_UHM102.35767__k141_220592_37	K25767
underctl.1710_UHM102.35767__k141_130019_8	K03043
underctl.1710_UHM125.35768__k141_31805_93	K12518
underctl.1710_UHM125.35768__k141_154779_57	NA
underctl.1710_UHM125.35768__k141_158109_184	NA
underctl.1710_UHM125.35769__k141_38392_19	NA
underctl.1710_UHM125.35770__k141_81730_133	K01176
underctl.1710_UHM125.35770__k141_81730_133	K01200
underctl.1710_UHM125.35770__k141_116528_24	K08300
underctl.1710_UHM125.35770__k141_302838_220	K03727
underctl.1710_UHM145.35771__k141_80636_3	K05559
underctl.1710_UHM145.35771__k141_80636_3	K05565
underctl.1710_UHM145.35771__k141_80636_3	K05566
underctl.1710_UHM145.35773__k141_98699_123	K01945
underctl.1710_UHM145.35773__k141_76505_134	NA
underctl.1710_UHM17.10826__k141_265484_69	NA
underctl.1710_UHM17.10826__k141_242830_26	NA
underctl.1710_UHM17.35739__k141_25806_177	K02996
underctl.1710_UHM17.35739__k141_9807_184	NA
underctl.1710_UHM17.35739__k141_80560_8	NA
underctl.1710_UHM17.35739__k141_1130_13	K03043
underctl.1710_UHM17.35740__k141_54758_63	NA
underctl.1710_UHM17.35740__k141_60786_18	K02406
underctl.1710_UHM17.35740__k141_97266_1	K05020
underctl.1710_UHM17.35740__k141_92493_132	NA
underctl.1710_UHM17.35740__k141_74932_1	NA
underctl.1710_UHM18.10827__k141_17964_156	NA
underctl.1710_UHM18.10827__k141_17964_188	K03070
underctl.1710_UHM18.10827__k141_10522_52	NA
underctl.1710_UHM18.10827__k141_139863_119	K02454
underctl.1710_UHM18.10827__k141_139863_119	K02652
underctl.1710_UHM18.10827__k141_69698_34	NA
underctl.1710_UHM18.35741__k141_42962_882	K01439
underctl.1710_UHM18.35741__k141_44881_3	K03607
underctl.1710_UHM18.35741__k141_54151_242	K00265
underctl.1710_UHM18.35742__k141_2182_470	K07734
underctl.1710_UHM18.35742__k141_190564_13	K07341
underctl.1710_UHM18.35742__k141_101568_262	NA
underctl.1710_UHM20.10828__k141_105106_79	NA
underctl.1710_UHM20.35743__k141_87951_35	NA
underctl.1710_UHM20.35743__k141_21732_31	K01952
underctl.1710_UHM20.35744__k141_65653_19	NA
underctl.1710_UHM20.35744__k141_164573_5	K11927
underctl.1710_UHM20.35744__k141_67634_3	NA
underctl.1710_UHM20.35744__k141_136046_60	K05366
underctl.1710_UHM22.35747__k141_45082_5	K07788
underctl.1710_UHM22.35747__k141_54051_2	K02621
underctl.1710_UHM22.35747__k141_35702_49	K02453
underctl.1710_UHM22.35747__k141_31716_3	K18138
underctl.1710_UHM27.10829__k141_182286_190	NA
underctl.1710_UHM27.10829__k141_178366_203	NA
underctl.1710_UHM31.10830__k141_6543_8	K14194
underctl.1710_UHM31.10830__k141_47165_139	K00370
underctl.1710_UHM31.10830__k141_31406_7	K02979
underctl.1710_UHM31.35749__k141_57495_97	K06213
underctl.1710_UHM31.35749__k141_180910_280	NA
underctl.1710_UHM33.10831__k141_113183_17	K13735
underctl.1710_UHM33.10831__k141_105609_81	NA
underctl.1710_UHM36.10832__k141_41565_2	NA
underctl.1710_UHM36.10832__k141_11473_59	K04758
underctl.1710_UHM36.35750__k141_53569_29	NA
underctl.1710_UHM38.35752__k141_165673_165	K04090
underctl.1710_UHM38.35752__k141_145035_76	K01584
underctl.1710_UHM38.35752__k141_102375_33	K18902
underctl.1710_UHM38.35752__k141_175873_66	K02314
underctl.1710_UHM38.35752__k141_161541_38	K01870
underctl.1710_UHM38.35753__k141_269833_36	K12373
underctl.1710_UHM40.10834__k141_85311_3	NA
underctl.1710_UHM40.10834__k141_112137_168	NA
underctl.1710_UHM40.35754__k141_17467_37	NA
underctl.1710_UHM40.35754__k141_28515_101	NA
underctl.1710_UHM40.35754__k141_132976_673	K03578
underctl.1710_UHM40.35755__k141_103700_234	K01595
underctl.1710_UHM40.35755__k141_9065_108	NA
underctl.1710_UHM41.10835__k141_53780_25	K01081
underctl.1710_UHM41.10835__k141_53780_25	K07004
underctl.1710_UHM41.10835__k141_54423_452	NA
underctl.1710_UHM41.35756__k141_124862_82	NA
underctl.1710_UHM41.35756__k141_124862_274	K05515
underctl.1710_UHM41.35757__k141_45979_118	NA
underctl.1710_UHM41.35757__k141_53497_41	K06894
underctl.1710_UHM41.35757__k141_114702_16	K03656
underctl.1710_UHM41.35757__k141_114702_16	K03657
underctl.1710_UHM43.10836__k141_128562_45	K01869
underctl.1710_UHM45.10838__k141_37491_57	K02674
underctl.1710_UHM45.35758__k141_218342_113	K00164
underctl.1710_UHM45.35759__k141_124332_10	NA
underctl.1710_UHM45.35759__k141_23548_76	K01139
underctl.1710_UHM72.35762__k141_40216_14	K03628
underctl.1710_UHM72.35764__k141_108498_2	K07277
underctl.1710_UHM102.35765__k141_91390_156	K09461
underctl.1710_UHM102.35765__k141_122146_151	K03529
underctl.1710_UHM102.35765__k141_147061_16	K19304
underctl.1710_UHM102.35766__k141_65053_4	NA
underctl.1710_UHM102.35767__k141_130019_9	K03046
underctl.1710_UHM102.35767__k141_199989_24	K25767
underctl.1710_UHM125.35768__k141_154779_26	NA
underctl.1710_UHM125.35768__k141_154779_58	NA
underctl.1710_UHM125.35769__k141_143000_65	K18303
underctl.1710_UHM125.35770__k141_267826_559	NA
underctl.1710_UHM125.35770__k141_250555_3	K07789
underctl.1710_UHM125.35770__k141_139530_2	K02230
underctl.1710_UHM17.10826__k141_104_37	K02049
underctl.1710_UHM17.10826__k141_47757_52	NA
underctl.1710_UHM17.35739__k141_100416_7	NA
underctl.1710_UHM17.35740__k141_81042_578	K00606
underctl.1710_UHM18.35741__k141_36982_14	K00239
underctl.1710_UHM18.35741__k141_92990_344	NA
underctl.1710_UHM18.35742__k141_35457_30	NA
underctl.1710_UHM18.35742__k141_193642_11	NA
underctl.1710_UHM18.35742__k141_57278_262	NA
underctl.1710_UHM20.35743__k141_54577_20	K02653
underctl.1710_UHM20.35743__k141_42964_90	NA
underctl.1710_UHM20.35743__k141_27113_25	NA
underctl.1710_UHM20.35744__k141_46087_1	K22187
underctl.1710_UHM20.35744__k141_138121_1	NA
underctl.1710_UHM22.35747__k141_36852_131	K01874
underctl.1710_UHM31.35749__k141_75103_285	NA
underctl.1710_UHM31.35749__k141_64545_8	NA
underctl.1710_UHM33.10831__k141_124006_35	NA
underctl.1710_UHM33.10831__k141_124006_99	NA
underctl.1710_UHM38.35752__k141_63442_80	K03802
underctl.1710_UHM38.35752__k141_217261_13	K00336
underctl.1710_UHM40.35754__k141_28515_38	NA
underctl.1710_UHM40.35755__k141_65019_14	K25767
underctl.1710_UHM40.35755__k141_50030_28	K02963
underctl.1710_UHM40.35755__k141_9065_77	NA
underctl.1710_UHM41.35756__k141_54660_45	K02034
underctl.1710_UHM41.35756__k141_54660_45	K12370
underctl.1710_UHM44.10837__k141_79712_61	NA
underctl.1710_UHM45.35759__k141_13582_2	K00627
underctl.1710_UHM56.35761__k141_22787_18	K02014
underctl.1710_UHM56.35761__k141_22787_18	K16088
underctl.1710_UHM56.35761__k141_92682_74	K03656
underctl.1710_UHM56.35761__k141_92682_74	K03657
underctl.1710_UHM102.35766__k141_65053_5	K14414
underctl.1710_UHM102.35766__k141_76658_12	NA
underctl.1710_UHM102.35767__k141_215718_457	NA
underctl.1710_UHM102.35767__k141_84817_105	K03445
underctl.1710_UHM125.35769__k141_201187_14	K04072
underctl.1710_UHM125.35769__k141_16599_330	NA
underctl.1710_UHM125.35770__k141_202982_20	NA
underctl.1710_UHM125.35770__k141_68409_16	NA
underctl.1710_UHM145.35773__k141_5351_228	K00626
underctl.1710_UHM145.35773__k141_5351_228	K00632
underctl.1710_UHM17.35740__k141_87660_203	K03217
underctl.1710_UHM18.35741__k141_126348_543	K00265
underctl.1710_UHM18.35742__k141_179467_228	K03723
underctl.1710_UHM20.35743__k141_84932_98	NA
underctl.1710_UHM20.35743__k141_23724_179	K12373
underctl.1710_UHM20.35744__k141_17182_37	K05970
underctl.1710_UHM22.35747__k141_6893_143	K02355
underctl.1710_UHM31.35749__k141_101326_4	K02014
underctl.1710_UHM31.35749__k141_101326_4	K16088
underctl.1710_UHM41.10835__k141_60015_33	NA
underctl.1710_UHM41.35756__k141_88404_293	NA
underctl.1710_UHM41.35757__k141_140523_27	K01955
underctl.1710_UHM41.35757__k141_46008_113	K03466
underctl.1710_UHM102.35765__k141_129180_2	K07485
underctl.1710_UHM102.35766__k141_17208_29	K14162
underctl.1710_UHM125.35768__k141_154779_124	K13735
underctl.1710_UHM125.35769__k141_80780_7	K18093
underctl.1710_UHM125.35770__k141_45639_7	K02660
underctl.1710_UHM125.35770__k141_45639_7	K03406
underctl.1710_UHM145.35773__k141_258173_118	NA
underctl.1710_UHM17.35740__k141_170685_339	NA
underctl.1710_UHM18.35741__k141_97628_82	K01890
underctl.1710_UHM18.35742__k141_64691_3	NA
underctl.1710_UHM20.10828__k141_24155_204	K02337
underctl.1710_UHM45.35758__k141_209087_184	NA
underctl.1710_UHM102.35765__k141_133453_6	K01682
underctl.1710_UHM18.10827__k141_57165_15	K03578
underctl.1710_UHM27.10829__k141_30572_74	K03466
underctl.1710_UHM40.35754__k141_90461_69	K04567
underctl.1710_UHM45.35758__k141_228921_1	NA
underctl.1710_UHM145.35773__k141_60023_29	K01426
underctl.1710_UHM145.35773__k141_60023_29	K02433
underctl.1710_UHM17.35739__k141_58159_390	K03695
underctl.1710_UHM18.10827__k141_15059_31	NA
underctl.1710_UHM36.35750__k141_12966_41	NA
underctl.1710_UHM36.35751__k141_41960_5	NA
underctl.1710_UHM38.35752__k141_63442_52	K02014
underctl.1710_UHM740.35774__k141_1094675_4	K02029
underctl.1710_UHM740.35774__k141_1094675_4	K02030
underctl.1710_UHM740.35774__k141_1094675_4	K17077
underctl.1710_UHM102.35767__k141_60930_31	K02338
underctl.1710_UHM18.10827__k141_61309_83	NA
underctl.1710_UHM36.35751__k141_3065_3	NA
underctl.1710_UHM739.35775__k141_604498_15	K02946
underctl.1710_UHM740.35774__k141_328401_31	NA
underctl.1710_UHM102.35766__k141_20855_2	NA
underctl.1710_UHM125.35769__k141_13413_82	NA
underctl.1710_UHM17.35739__k141_74892_2	NA
underctl.1710_UHM17.35740__k141_142151_438	K02014
underctl.1710_UHM17.35740__k141_142151_438	K16089
underctl.1710_UHM20.35743__k141_84999_192	K00163
underctl.1710_UHM45.35759__k141_11290_130	K03721
underctl.1710_UHM56.35761__k141_18979_125	K02470
underctl.1710_UHM72.35764__k141_95464_2	K06173
underctl.1710_UHM739.35775__k141_307514_3	NA
underctl.1710_UHM125.35770__k141_273798_9	K00626
underctl.1710_UHM125.35770__k141_273798_9	K00632
underctl.1710_UHM740.35774__k141_796965_10	K02919
underctl.1710_UHM145.35772__k141_6778_1	NA
underctl.1710_UHM17.10826__k141_176493_2	K07481
underctl.1710_UHM17.10826__k141_176493_2	K07487
underctl.1710_UHM18.35741__k141_99294_10	NA
underctl.1710_UHM18.35742__k141_217728_1	NA
underctl.1710_UHM739.35775__k141_583264_2	NA
underctl.1710_UHM45.35758__k141_232596_181	NA
underctl.1710_UHM20.35744__k141_3101_1	NA
underctl.1710_UHM72.35764__k141_22842_4	K10819
underctl.1710_UHM72.35764__k141_22842_4	K20975
underctl.1710_UHM740.35774__k141_1441047_72	NA
underctl.1710_UHM22.35746__k141_144109_1	NA
underctl.1710_UHM125.35768__k141_70042_26	K13735
underctl.1710_UHM18.35742__k141_75981_56	K00764
underctl.1710_UHM20.35743__k141_126075_32	K15726
underctl.1710_UHM40.10834__k141_103273_2	K07488
underctl.1710_UHM739.35775__k141_127618_1	K02902
underctl.1710_UHM18.10827__k141_11555_36	K02313
underctl.1710_UHM18.35742__k141_174240_113	NA
underctl.1710_UHM20.35744__k141_137932_65	NA
underctl.1710_UHM740.35774__k141_765785_3	NA
underctl.1710_UHM17.35739__k141_80455_1	NA
underctl.1710_UHM20.35743__k141_16924_44	NA
underctl.1710_UHM36.35751__k141_36020_2	K13735
underctl.1710_UHM40.35754__k141_35335_3	K03169
underctl.1710_UHM40.10834__k141_23889_13	K03657
underctl.1710_UHM102.35767__k141_97068_1	K02358
underctl.1710_UHM18.35741__k141_32377_109	NA
underctl.1710_UHM740.35774__k141_167075_1	NA
underctl.1710_UHM41.35756__k141_107603_40	K03324
underctl.1710_UHM56.10839__k141_12851_1	NA
underctl.1710_UHM145.35773__k141_19680_4	NA
underctl.1710_UHM145.35773__k141_204390_1	NA
underctl.1710_UHM45.10838__k141_83875_1	K03594
underctl.1710_UHM18.35742__k141_168308_1	NA
underctl.1710_UHM20.35744__k141_99169_1	NA
underctl.1710_UHM36.35751__k141_34010_1	NA
underctl.1710_UHM102.35766__k141_24970_1	K18138
underctl.1710_UHM22.35746__k141_98970_3	K02014
underctl.1710_UHM17.35739__k141_43808_1	NA
underctl.1710_UHM18.35742__k141_109974_13	K03072
underctl.1710_UHM31.10830__k141_99396_1	K20975
underctl.1710_UHM56.35760__k141_68374_2	K01434
underctl.1710_UHM739.35775__k141_343344_34	K12373
underctl.1710_UHM125.35770__k141_202982_176	K13735
underctl.1710_UHM38.35753__k141_18253_200	NA
overctl.1710_UHM102.10840__k141_51827_1	K18555
overctl.1710_UHM102.35765__k141_52422_32	K01845
overctl.1710_UHM102.35765__k141_81533_62	K00789
overctl.1710_UHM102.35765__k141_133926_162	K00812
overctl.1710_UHM102.35765__k141_10226_46	K09013
overctl.1710_UHM102.35765__k141_1625_4	K08194
overctl.1710_UHM102.35765__k141_110662_189	K00262
overctl.1710_UHM102.35765__k141_139535_60	K02014
overctl.1710_UHM102.35765__k141_139535_60	K16090
overctl.1710_UHM102.35765__k141_72827_12	K11690
overctl.1710_UHM102.35765__k141_148405_88	K07003
overctl.1710_UHM102.35765__k141_148405_216	K00457
overctl.1710_UHM102.35765__k141_58495_120	K06041
overctl.1710_UHM102.35765__k141_59197_6	NA
overctl.1710_UHM102.35765__k141_25837_216	NA
overctl.1710_UHM102.35765__k141_69425_94	K07137
overctl.1710_UHM102.35765__k141_69425_222	NA
overctl.1710_UHM102.35765__k141_149437_259	NA
overctl.1710_UHM102.35765__k141_45535_7	NA
overctl.1710_UHM102.35765__k141_52000_453	NA
overctl.1710_UHM102.35765__k141_150784_167	NA
overctl.1710_UHM102.35765__k141_150784_199	NA
overctl.1710_UHM102.35765__k141_85146_2	K03076
overctl.1710_UHM102.35765__k141_13700_5	K03798
overctl.1710_UHM102.35765__k141_18345_48	NA
overctl.1710_UHM102.35766__k141_118650_4	K14441
overctl.1710_UHM102.35766__k141_102653_15	K01689
overctl.1710_UHM102.35766__k141_65176_2	K00648
overctl.1710_UHM102.35766__k141_37989_21	K11942
overctl.1710_UHM102.35766__k141_102764_283	NA
overctl.1710_UHM102.35766__k141_140660_5	K00790
overctl.1710_UHM102.35766__k141_102851_55	K00134
overctl.1710_UHM102.35766__k141_162765_165	K01961
overctl.1710_UHM102.35766__k141_162765_293	K03561
overctl.1710_UHM102.35766__k141_152338_6	K03424
overctl.1710_UHM102.35766__k141_120935_44	K03475
overctl.1710_UHM102.35766__k141_23458_181	K01696
overctl.1710_UHM102.35766__k141_142113_3	K02687
overctl.1710_UHM102.35766__k141_147716_3	K09014
overctl.1710_UHM102.35766__k141_13401_10	K07456
overctl.1710_UHM102.35766__k141_51493_4	NA
overctl.1710_UHM102.35766__k141_105023_139	NA
overctl.1710_UHM102.35766__k141_14013_35	K01251
overctl.1710_UHM102.35766__k141_51846_6	NA
overctl.1710_UHM102.35766__k141_171374_348	K00162
overctl.1710_UHM102.35766__k141_132696_2	K19172
overctl.1710_UHM102.35766__k141_14440_2	K11616
overctl.1710_UHM102.35766__k141_4350_8	K01589
overctl.1710_UHM102.35766__k141_89802_9	K01703
overctl.1710_UHM102.35766__k141_69635_4	NA
overctl.1710_UHM102.35766__k141_165686_12	K00500
overctl.1710_UHM102.35766__k141_57977_129	K03644
overctl.1710_UHM102.35766__k141_25241_65	K00549
overctl.1710_UHM102.35766__k141_58684_157	K01867
overctl.1710_UHM102.35767__k141_54123_3	NA
overctl.1710_UHM125.35768__k141_74960_7	NA
overctl.1710_UHM125.35768__k141_74960_103	K09476
overctl.1710_UHM125.35768__k141_50463_5	K07452
overctl.1710_UHM125.35768__k141_110972_45	NA
overctl.1710_UHM125.35768__k141_105282_15	K07700
overctl.1710_UHM125.35768__k141_125886_3	NA
overctl.1710_UHM125.35768__k141_76701_41	K01595
overctl.1710_UHM125.35768__k141_82067_7	K01406
overctl.1710_UHM125.35768__k141_22597_5	K02013
overctl.1710_UHM125.35768__k141_19096_7	NA
overctl.1710_UHM125.35768__k141_113813_42	NA
overctl.1710_UHM125.35769__k141_151911_59	K03286
overctl.1710_UHM125.35769__k141_53744_11	K02014
overctl.1710_UHM125.35769__k141_152066_17	K13735
overctl.1710_UHM125.35769__k141_232756_19	NA
overctl.1710_UHM125.35769__k141_277499_38	K12972
overctl.1710_UHM125.35769__k141_72414_22	K01999
overctl.1710_UHM125.35769__k141_27890_107	NA
overctl.1710_UHM125.35769__k141_269584_46	NA
overctl.1710_UHM125.35769__k141_1530_9	NA
overctl.1710_UHM125.35769__k141_188580_6	NA
overctl.1710_UHM125.35769__k141_270416_7	NA
overctl.1710_UHM125.35769__k141_189741_59	K02510
overctl.1710_UHM125.35769__k141_226529_15	K07347
overctl.1710_UHM125.35769__k141_191516_19	NA
overctl.1710_UHM125.35769__k141_210239_87	NA
overctl.1710_UHM125.35769__k141_246607_32	K03329
overctl.1710_UHM125.35769__k141_148761_2	K02674
overctl.1710_UHM125.35770__k141_303325_14	NA
overctl.1710_UHM125.35770__k141_303450_17	NA
overctl.1710_UHM125.35770__k141_151934_71	NA
overctl.1710_UHM125.35770__k141_203293_80	NA
overctl.1710_UHM125.35770__k141_152892_25	K21007
overctl.1710_UHM125.35770__k141_274401_21	NA
